state,EST_ST,week,count,total_cases,total_deaths,total_cases_us,total_deaths_us,total_cases_state_all_weeks,total_deaths_state_all_weeks,percentage_cases_spatial,percentage_deaths_spatial,Response,Percentage
Alabama,1,1,987,91116,3322,13644993,786250,157337771,2922073,0.667761427213631,0.422511923688394,anxiety_percentage,18.69807497467072
Alabama,1,1,987,91116,3322,13644993,786250,157337771,2922073,0.667761427213631,0.422511923688394,depression_percentage,16.181357649442756
Alabama,1,1,987,91116,3322,13644993,786250,157337771,2922073,0.667761427213631,0.422511923688394,percentage_cases_state,0.0579110784529927
Alabama,1,1,987,91116,3322,13644993,786250,157337771,2922073,0.667761427213631,0.422511923688394,percentage_deaths_state,0.11368641372067
Alabama,1,2,582,58616,2373,7940175,474933,157337771,2922073,0.738220505215565,0.499649424234576,anxiety_percentage,31.709621993127147
Alabama,1,2,582,58616,2373,7940175,474933,157337771,2922073,0.738220505215565,0.499649424234576,depression_percentage,27.441580756013742
Alabama,1,2,582,58616,2373,7940175,474933,157337771,2922073,0.738220505215565,0.499649424234576,percentage_cases_state,0.0372548814105165
Alabama,1,2,582,58616,2373,7940175,474933,157337771,2922073,0.738220505215565,0.499649424234576,percentage_deaths_state,0.0812094701261741
Alabama,1,3,1947,70381,2922,8896630,534045,157337771,2922073,0.791097303136131,0.547144903519366,anxiety_percentage,9.478685156651258
Alabama,1,3,1947,70381,2922,8896630,534045,157337771,2922073,0.791097303136131,0.547144903519366,depression_percentage,8.202876219825372
Alabama,1,3,1947,70381,2922,8896630,534045,157337771,2922073,0.791097303136131,0.547144903519366,percentage_cases_state,0.0447324247398929
Alabama,1,3,1947,70381,2922,8896630,534045,157337771,2922073,0.791097303136131,0.547144903519366,percentage_deaths_state,0.0999975017735697
Alabama,1,4,1662,86347,3316,9837494,582599,157337771,2922073,0.877733699253082,0.569173651173449,anxiety_percentage,11.104091456077017
Alabama,1,4,1662,86347,3316,9837494,582599,157337771,2922073,0.877733699253082,0.569173651173449,depression_percentage,9.609506618531888
Alabama,1,4,1662,86347,3316,9837494,582599,157337771,2922073,0.877733699253082,0.569173651173449,percentage_cases_state,0.0548800198777444
Alabama,1,4,1662,86347,3316,9837494,582599,157337771,2922073,0.877733699253082,0.569173651173449,percentage_deaths_state,0.113481080041464
Alabama,1,5,1756,106177,3748,10727153,623896,157337771,2922073,0.989796640357418,0.600741149165887,anxiety_percentage,10.509681093394075
Alabama,1,5,1756,106177,3748,10727153,623896,157337771,2922073,0.989796640357418,0.600741149165887,depression_percentage,9.09510250569476
Alabama,1,5,1756,106177,3748,10727153,623896,157337771,2922073,0.989796640357418,0.600741149165887,percentage_cases_state,0.067483477950123
Alabama,1,5,1756,106177,3748,10727153,623896,157337771,2922073,0.989796640357418,0.600741149165887,percentage_deaths_state,0.128265104944332
Alabama,1,6,1296,121349,4157,11646234,661268,157337771,2922073,1.0419591431874,0.628640732653024,anxiety_percentage,14.239969135802468
Alabama,1,6,1296,121349,4157,11646234,661268,157337771,2922073,1.0419591431874,0.628640732653024,depression_percentage,12.323302469135802
Alabama,1,6,1296,121349,4157,11646234,661268,157337771,2922073,1.0419591431874,0.628640732653024,percentage_cases_state,0.0771264263048445
Alabama,1,6,1296,121349,4157,11646234,661268,157337771,2922073,1.0419591431874,0.628640732653024,percentage_deaths_state,0.142262017410243
Alabama,1,7,1102,149955,4629,12570310,693159,157337771,2922073,1.19293000729497,0.667812146996577,anxiety_percentage,16.74682395644283
Alabama,1,7,1102,149955,4629,12570310,693159,157337771,2922073,1.19293000729497,0.667812146996577,depression_percentage,14.492740471869327
Alabama,1,7,1102,149955,4629,12570310,693159,157337771,2922073,1.19293000729497,0.667812146996577,percentage_cases_state,0.0953076931539853
Alabama,1,7,1102,149955,4629,12570310,693159,157337771,2922073,1.19293000729497,0.667812146996577,percentage_deaths_state,0.158414933507821
Alabama,1,8,1566,178329,5014,13688447,718836,157337771,2922073,1.30277013893541,0.697516540629573,anxiety_percentage,11.784802043422731
Alabama,1,8,1566,178329,5014,13688447,718836,157337771,2922073,1.30277013893541,0.697516540629573,depression_percentage,10.198595146871009
Alabama,1,8,1566,178329,5014,13688447,718836,157337771,2922073,1.30277013893541,0.697516540629573,percentage_cases_state,0.113341506535007
Alabama,1,8,1566,178329,5014,13688447,718836,157337771,2922073,1.30277013893541,0.697516540629573,percentage_deaths_state,0.171590511256906
Alabama,1,9,1633,213133,5520,15271347,754416,157337771,2922073,1.39563982142505,0.731691798689317,anxiety_percentage,11.301285976729943
Alabama,1,9,1633,213133,5520,15271347,754416,157337771,2922073,1.39563982142505,0.731691798689317,depression_percentage,9.780159216166563
Alabama,1,9,1633,213133,5520,15271347,754416,157337771,2922073,1.39563982142505,0.731691798689317,percentage_cases_state,0.135462069053972
Alabama,1,9,1633,213133,5520,15271347,754416,157337771,2922073,1.39563982142505,0.731691798689317,percentage_deaths_state,0.188906984869988
Alabama,1,10,1480,259454,6045,17321941,779487,157337771,2922073,1.49783445169338,0.775510046992445,anxiety_percentage,12.469594594594597
Alabama,1,10,1480,259454,6045,17321941,779487,157337771,2922073,1.49783445169338,0.775510046992445,depression_percentage,10.791216216216217
Alabama,1,10,1480,259454,6045,17321941,779487,157337771,2922073,1.49783445169338,0.775510046992445,percentage_cases_state,0.164902552229496
Alabama,1,10,1480,259454,6045,17321941,779487,157337771,2922073,1.49783445169338,0.775510046992445,percentage_deaths_state,0.206873681800557
Alabama,1,11,1483,318016,6695,19735326,808303,157337771,2922073,1.6114048483415,0.828278504471714,anxiety_percentage,12.444369521240729
Alabama,1,11,1483,318016,6695,19735326,808303,157337771,2922073,1.6114048483415,0.828278504471714,depression_percentage,10.769386378961563
Alabama,1,11,1483,318016,6695,19735326,808303,157337771,2922073,1.6114048483415,0.828278504471714,percentage_cases_state,0.202123112574157
Alabama,1,11,1483,318016,6695,19735326,808303,157337771,2922073,1.6114048483415,0.828278504471714,percentage_deaths_state,0.229118163714596
Alabama,1,12,1496,395673,7662,22513159,840740,157337771,2922073,1.75751879156541,0.911340009991198,anxiety_percentage,12.336229946524064
Alabama,1,12,1496,395673,7662,22513159,840740,157337771,2922073,1.75751879156541,0.911340009991198,depression_percentage,10.675802139037431
Alabama,1,12,1496,395673,7662,22513159,840740,157337771,2922073,1.75751879156541,0.911340009991198,percentage_cases_state,0.25147998315039
Alabama,1,12,1496,395673,7662,22513159,840740,157337771,2922073,1.75751879156541,0.911340009991198,percentage_deaths_state,0.262211108346711
Alabama,1,13,1542,1538747,26723,75392468,2322210,157337771,2922073,2.04098239627863,1.15075725278937,anxiety_percentage,11.96822308690013
Alabama,1,13,1542,1538747,26723,75392468,2322210,157337771,2922073,2.04098239627863,1.15075725278937,depression_percentage,10.357328145265887
Alabama,1,13,1542,1538747,26723,75392468,2322210,157337771,2922073,2.04098239627863,1.15075725278937,percentage_cases_state,0.977989576323666
Alabama,1,13,1542,1538747,26723,75392468,2322210,157337771,2922073,2.04098239627863,1.15075725278937,percentage_deaths_state,0.914521984905921
Alabama,1,14,1550,1741158,29795,82613109,2473036,157337771,2922073,2.10760498070591,1.20479443081298,anxiety_percentage,11.906451612903226
Alabama,1,14,1550,1741158,29795,82613109,2473036,157337771,2922073,2.10760498070591,1.20479443081298,depression_percentage,10.303870967741936
Alabama,1,14,1550,1741158,29795,82613109,2473036,157337771,2922073,2.10760498070591,1.20479443081298,percentage_cases_state,1.1066370070795
Alabama,1,14,1550,1741158,29795,82613109,2473036,157337771,2922073,2.10760498070591,1.20479443081298,percentage_deaths_state,1.01965282865965
Alabama,1,15,1408,1910109,31980,89958441,2613757,157337771,2922073,2.12332381349294,1.223526134985,anxiety_percentage,13.107244318181818
Alabama,1,15,1408,1910109,31980,89958441,2613757,157337771,2922073,2.12332381349294,1.223526134985,depression_percentage,11.343039772727272
Alabama,1,15,1408,1910109,31980,89958441,2613757,157337771,2922073,2.12332381349294,1.223526134985,percentage_cases_state,1.21401808851099
Alabama,1,15,1408,1910109,31980,89958441,2613757,157337771,2922073,2.12332381349294,1.223526134985,percentage_deaths_state,1.09442851017069
Alabama,1,16,1304,2087684,33777,98283032,2744562,157337771,2922073,2.12415506269689,1.23068817538099,anxiety_percentage,14.15260736196319
Alabama,1,16,1304,2087684,33777,98283032,2744562,157337771,2922073,2.12415506269689,1.23068817538099,depression_percentage,12.247699386503069
Alabama,1,16,1304,2087684,33777,98283032,2744562,157337771,2922073,2.12415506269689,1.23068817538099,percentage_cases_state,1.32688037127461
Alabama,1,16,1304,2087684,33777,98283032,2744562,157337771,2922073,2.12415506269689,1.23068817538099,percentage_deaths_state,1.15592594709304
Alabama,1,17,1139,2286421,36546,108710383,2877454,157337771,2922073,2.10322228374451,1.27008112032373,anxiety_percentage,16.202809482001754
Alabama,1,17,1139,2286421,36546,108710383,2877454,157337771,2922073,2.10322228374451,1.27008112032373,depression_percentage,14.021949078138718
Alabama,1,17,1139,2286421,36546,108710383,2877454,157337771,2922073,2.10322228374451,1.27008112032373,percentage_cases_state,1.45319269840171
Alabama,1,17,1139,2286421,36546,108710383,2877454,157337771,2922073,2.10322228374451,1.27008112032373,percentage_deaths_state,1.25068744004684
Alabama,1,18,738,2553117,38988,123742353,3032206,157337771,2922073,2.06325234497521,1.28579654548537,anxiety_percentage,25.006775067750677
Alabama,1,18,738,2553117,38988,123742353,3032206,157337771,2922073,2.06325234497521,1.28579654548537,depression_percentage,21.64092140921409
Alabama,1,18,738,2553117,38988,123742353,3032206,157337771,2922073,2.06325234497521,1.28579654548537,percentage_cases_state,1.62269808690756
Alabama,1,18,738,2553117,38988,123742353,3032206,157337771,2922073,2.06325234497521,1.28579654548537,percentage_deaths_state,1.33425824748389
Alabama,1,19,826,2881699,43279,149140694,3242863,157337771,2922073,1.93220168333131,1.33459230315928,anxiety_percentage,22.34261501210654
Alabama,1,19,826,2881699,43279,149140694,3242863,157337771,2922073,1.93220168333131,1.33459230315928,depression_percentage,19.33535108958838
Alabama,1,19,826,2881699,43279,149140694,3242863,157337771,2922073,1.93220168333131,1.33459230315928,percentage_cases_state,1.83153668803405
Alabama,1,19,826,2881699,43279,149140694,3242863,157337771,2922073,1.93220168333131,1.33459230315928,percentage_deaths_state,1.48110605039641
Alabama,1,20,884,3309876,48017,180323778,3537929,157337771,2922073,1.83551833081048,1.35720643348128,anxiety_percentage,20.876696832579185
Alabama,1,20,884,3309876,48017,180323778,3537929,157337771,2922073,1.83551833081048,1.35720643348128,depression_percentage,18.066742081447963
Alabama,1,20,884,3309876,48017,180323778,3537929,157337771,2922073,1.83551833081048,1.35720643348128,percentage_cases_state,2.10367541052809
Alabama,1,20,884,3309876,48017,180323778,3537929,157337771,2922073,1.83551833081048,1.35720643348128,percentage_deaths_state,1.64325121240982
Alabama,1,21,940,3940630,54450,218484424,3967089,157337771,2922073,1.80362056381649,1.37254294017603,anxiety_percentage,19.632978723404257
Alabama,1,21,940,3940630,54450,218484424,3967089,157337771,2922073,1.80362056381649,1.37254294017603,depression_percentage,16.990425531914894
Alabama,1,21,940,3940630,54450,218484424,3967089,157337771,2922073,1.80362056381649,1.37254294017603,percentage_cases_state,2.50456706927671
Alabama,1,21,940,3940630,54450,218484424,3967089,157337771,2922073,1.80362056381649,1.37254294017603,percentage_deaths_state,1.86340313879906
Alabama,1,22,862,5291012,72913,297414902,4959558,157337771,2922073,1.77900030039517,1.47015117072933,anxiety_percentage,21.40951276102088
Alabama,1,22,862,5291012,72913,297414902,4959558,157337771,2922073,1.77900030039517,1.47015117072933,depression_percentage,18.52784222737819
Alabama,1,22,862,5291012,72913,297414902,4959558,157337771,2922073,1.77900030039517,1.47015117072933,percentage_cases_state,3.36283650541865
Alabama,1,22,862,5291012,72913,297414902,4959558,157337771,2922073,1.77900030039517,1.47015117072933,percentage_deaths_state,2.49524909199736
Alabama,1,23,987,5801291,91043,331246599,5536919,157337771,2922073,1.75135111349475,1.64428990201952,anxiety_percentage,18.69807497467072
Alabama,1,23,987,5801291,91043,331246599,5536919,157337771,2922073,1.75135111349475,1.64428990201952,depression_percentage,16.181357649442756
Alabama,1,23,987,5801291,91043,331246599,5536919,157337771,2922073,1.75135111349475,1.64428990201952,percentage_cases_state,3.68715723066904
Alabama,1,23,987,5801291,91043,331246599,5536919,157337771,2922073,1.75135111349475,1.64428990201952,percentage_deaths_state,3.11569902599969
Alabama,1,24,915,6168642,113964,353902473,6107034,157337771,2922073,1.74303444327726,1.86611045558286,anxiety_percentage,20.169398907103822
