tokens;week;sum
ー;1;8
0;1;4
0.1;1;1
0.2;1;1
0.7;1;1
00;1;6
00hwkv6ai2;1;1
00k54arnfw;1;1
00pm;1;1
016;1;1
017;1;1
01e1ubxwae;1;1
01eb7xrkpv;1;1
04qrwxcdjo;1;1
0566;1;1
06jx7f8vom;1;1
09hln0eqft;1;1
0c4kk1ypfs;1;1
0cjkdcnipc;1;1
0dhsiww9cd;1;1
0dt87dkzig;1;1
0eucbq9klb;1;1
0f3iollzmn;1;1
0fxcllep9k;1;2
0i0q7nofig;1;1
0ltqljyuql;1;2
0lxscakwfn;1;1
0ndvcc176p;1;1
0nm3quhyt5;1;1
0o41armizl;1;1
0pxqadq7at;1;1
0ttvddkk4y;1;1
0u4ukjsl4t;1;1
0umhw9h8at;1;1
0unrokfp9e;1;1
0uquc0z8jg;1;1
0ur1czqrkv;1;1
0vfrlktjlj;1;1
0vhbhtozq5;1;1
0wwmmfawnd;1;1
0ygjvtcwyf;1;1
0yj6tjejbz;1;1
1;1;34
1,000;1;2
1,000,000;1;1
1,200;1;1
1.25b;1;1
1.5;1;4
1.8m;1;1
10;1;27
10,000;1;1
10.45m;1;3
10.6;1;1
100;1;9
100,000;1;2
100k;1;2
100th;1;1
10pm;1;1
11;1;7
11.5;1;3
1111;1;1
115.4;1;1
12;1;9
12,700,000;1;1
120;1;1
121;1;1
12pm;1;1
12th;1;1
13;1;5
13.2;1;1
130;1;1
131,501,672;1;1
135;1;1
135m;1;1
139awsalute;1;1
14;1;2
140;1;1
142;1;1
15;1;7
150;1;2
150,000;1;2
150k;1;1
159.6;1;1
15a4etxydx;1;1
15th;1;1
16;1;2
16,000;1;2
160;1;1
161;1;1
17.8;1;2
170;1;1
174;1;1
175;1;2
175b;1;1
177;1;1
183;1;1
187;1;1
19;1;159
190;1;1
1974;1;1
1993;1;1
1995;1;1
1amte9tzmy;1;1
1b;1;1
1bjlc9xsom;1;1
1bzfin4b00;1;1
1dqwpcsyin;1;1
1em2resfic;1;1
1em2rf9qaa;1;1
1essggrxty;1;1
1hzoixc4ou;1;1
1jrxfrqssg;1;1
1kfmswfzwu;1;1
1miefod33x;1;1
1nhx45d8ns;1;1
1nu67zcqb1;1;1
1o9xejwfam;1;1
1ocljizcrt;1;1
1ojmijjweu;1;1
1pm;1;1
1st;1;1
1ytldr0rrr;1;1
1zgwsuxclu;1;1
1zm5re7s7q;1;1
1zzacnvgci;1;1
2;1;24
2,000;1;2
2.0;1;1
2.28;1;1
2.2m;1;1
2.5;1;1
2.7;1;2
20;1;1
20,000;1;1
200;1;4
2000;1;1
200k;1;2
2010;1;1
2015;1;1
2018;1;1
2019;1;2
202;1;1
2020;1;15
2020census;1;5
203;1;1
206k;1;1
207;1;1
20rntbqprh;1;1
21;1;3
211;1;1
22,000;1;1
220;1;1
223;1;1
2274;1;1
237;1;1
23m;1;1
24;1;2
240;1;1
2410;1;1
244;1;1
245bdiienk;1;1
248th;1;1
25;1;4
25.5;1;1
250b;1;1
25b;1;9
25th;1;2
26;1;3
260;1;2
26m;1;1
27;1;1
273;1;1
27m;1;1
27th;1;1
27ydnm1kqw;1;1
28;1;1
280;1;1
283;1;1
29;1;2
2a;1;1
2ahorey5vc;1;1
2b;1;2
2ct1vp3ril;1;1
2cyrnjrm5b;1;1
2day;1;3
2ediwrvvdx;1;1
2ew5rna4q8;1;1
2fez85t0kx;1;1
2fight;1;1
2follow;1;1
2harvest;1;2
2hs0i7ktx1;1;1
2lmkjrwjk7;1;1
2m;1;1
2nd;1;4
2nsgd0tydl;1;1
2pm;1;1
2protect;1;1
2ptwrkxunm;1;1
2qf8znivgo;1;1
2qrsmdaege;1;1
2r5c2055g6;1;1
2reflect;1;1
2restore;1;1
2sizuvxyrj;1;1
2take;1;1
2tlx6fus4q;1;1
2use;1;1
2xaydbmvwf;1;1
2z5dilzyzl;1;1
3;1;20
3,000;1;1
3.2m;1;1
3.5;1;4
3.5b;1;1
3.6;1;2
3.6b;1;1
3.8;1;1
30;1;21
30,000;1;1
300;1;1
300,000;1;1
300k;1;1
30am;1;3
30by30;1;1
30m;1;1
30pm;1;3
31;1;1
310;1;2
310b;1;4
31vu0kydt9;1;1
32;1;1
320;1;2
322b;1;1
32nd;1;1
33;1;1
330;1;1
330,000;1;1
33yrs;1;1
34;1;1
35;1;2
355;1;1
3566;1;1
364;1;1
37;1;4
37,441;1;1
38;1;1
383;1;1
38lcj4mps1;1;1
39;1;1
39.5;1;1
396;1;1
399;1;1
3d;1;5
3d8zo4eelf;1;1
3dynsc8orc;1;1
3huplbyef6;1;3
3hygk6ghgj;1;1
3idczubyuc;1;1
3klf6vc9mb;1;1
3kqqdeu7mg;1;1
3lis0bts3x;1;1
3noo4aiacl;1;1
3p11b5fbik;1;1
3pf47skvc4;1;1
3phwlqunxb;1;1
3pm;1;3
3qkmyj0ilr;1;1
3vafyuofuj;1;1
3wkbrb449n;1;1
3x4e244kyl;1;1
3xyxgtap1a;1;1
3z8xhamtd6;1;1
3zepz28pq4;1;1
3zlz7rlgmh;1;1
4;1;11
4,917;1;1
4.4;1;1
4.7;1;1
40;1;3
40tduazxnt;1;1
41;1;1
415;1;1
42;1;2
422;1;1
43;1;2
43,000;1;1
43,536;1;1
4453;1;2
44k;1;1
45;1;1
45h66cqutp;1;1
45m;1;1
45pm;1;2
46;1;1
47;1;1
48;1;1
484;1;1
4ekea2an1w;1;1
4flsoz47ip;1;1
4gfdbhexq0;1;1
4gytsit84k;1;1
4mkcho5bkp;1;1
4nzjkm7onw;1;1
4pjafsqbgl;1;1
4pm;1;3
4qkqeth14k;1;1
4th;1;1
4trgu69aad;1;1
4wecv7j1fr;1;1
4wmmd85fjb;1;1
4x58mumbf3;1;1
4xnrltwn4h;1;1
4xvbyvjgjg;1;1
5;1;17
5,490;1;1
5,613;1;1
5,881;1;1
5.3;1;1
5.5m;1;1
50;1;8
50,000;1;1
500;1;2
500,000;1;1
500b;1;1
50b;1;1
50k;1;1
50m;1;2
50th;1;1
51;1;1
515;1;1
52;1;1
52yymaf0fn;1;1
53;1;1
531jkpjca1;1;1
5400;1;1
55;1;2
56,000;1;1
569m;1;1
57rfmxn6f1;1;1
58,500;1;1
58ezrlp8g0;1;1
5990;1;1
5buqg5i4eo;1;1
5bwdjgjl1y;1;1
5fb8oq6xja;1;1
5fnxloczpu;1;1
5fso6s921e;1;1
5fwqrd36t3;1;1
5ihksib1ev;1;1
5ij0wm1orj;1;1
5ira4d1apw;1;1
5lfl5xatwl;1;1
5lmeztffor;1;1
5m;1;1
5mti2las7p;1;1
5nf9snr2kx;1;1
5njtb7tgy3;1;1
5ozsc1q89j;1;1
5pm;1;1
5rfebtreak;1;1
5ryxc26oip;1;1
5suups5xcr;1;1
5t97k1uyry;1;2
5th;1;3
5toppme7wq;1;1
5ullz7apvj;1;1
5uwlmzlrby;1;1
6;1;13
6,000;1;1
6,095;1;1
6,757;1;1
6.5;1;1
6.6;1;1
60;1;2
60,480;1;1
600k;1;2
602;1;1
60mins;1;1
62;1;1
62,000;1;1
64xgsmknkh;1;1
65clmwbs6m;1;1
67lnc3jslp;1;1
6afswaxzma;1;1
6asusttxhq;1;1
6byoqka81l;1;1
6drhlcag3j;1;1
6eltwxyfmw;1;1
6exk7catkx;1;1
6hrgjvqobg;1;1
6ibleeplrr;1;1
6idplrncbk;1;1
6iwt2vuglo;1;1
6jkiibsj3c;1;1
6kmbxsjj5d;1;1
6nlc6ry8e4;1;1
6pgj5qbkpi;1;1
6pm;1;3
6pnswkb2xb;1;1
6r0wmtd1bi;1;1
6rh4mlqow5;1;1
6umiddmsxm;1;1
6uw3sbfx8o;1;1
6vxmyxgpxl;1;1
6wu0f8su8v;1;1
6wxtalde96;1;1
6xltebb9dd;1;1
7;1;4
7,000;1;1
7.6;1;1
70;1;2
71;1;1
710keel;1;1
71mrpmybmu;1;1
7233;1;1
73;1;1
73zplo4hgk;1;1
74;1;3
75;1;4
75b;1;5
762;1;1
79;1;1
793;1;1
799;1;1
79k;1;1
7ckdxjx9sf;1;1
7csocff1hr;1;1
7dc1nndpqb;1;1
7evririzur;1;1
7fb6xxbnjs;1;1
7ftrqmnmaf;1;1
7g94h5rlsv;1;1
7hhdnyzrdv;1;1
7kvfbr3kqu;1;1
7kxqemuwiu;1;1
7le4rnaok9;1;2
7lr7av22ig;1;1
7m;1;1
7mrsutxfrk;1;1
7n1qjnp375;1;1
7nyclgvhd6;1;1
7pm;1;2
7pp54ztwvx;1;1
7qdeqmfxhr;1;1
7rlfvbfzf4;1;1
7sfrxkzaqa;1;1
7swnvuuikn;1;1
7sykpfskr2;1;1
7th;1;1
7vfip4jeqt;1;1
7zvpv6hhfd;1;1
8;1;13
8.1;1;1
8.8;1;1
800;1;7
80a4dufbxl;1;1
81dza30fuc;1;1
82,000;1;1
8255;1;1
833;1;2
8398;1;1
839863;1;1
84;1;1
844;1;2
844.227.7557;1;1
846;1;1
8483;1;1
85;1;1
8517;1;1
866;1;1
876wvctqez;1;1
898;1;1
8a8dudis8v;1;1
8b;1;3
8blbucqolj;1;1
8cgjuh3gau;1;1
8epyccxqui;1;1
8j2gnzrw9q;1;1
8m;1;1
8occbi4med;1;1
8oxxel723b;1;1
8p4iacwcfh;1;1
8pxxyu9nzv;1;1
8th;1;3
8vgewnd2jf;1;1
8zyhkjgcpi;1;1
9;1;8
900;1;1
92,000;1;1
92kxllbruf;1;1
95;1;2
952;1;1
95fybvrdlc;1;1
96th;1;1
97kfwdzvah;1;1
985;1;1
988;1;1
988suicidehotline;1;4
99ephrxiqt;1;1
9ctsi8w1ft;1;1
9eiicybu6u;1;1
9gngveehj9;1;2
9juo8epjlo;1;1
9kufoikikv;1;1
9qgjapm1ie;1;1
9qgjaq3c9m;1;1
9sihzopyxa;1;1
9smsvpwuow;1;1
9trg06z2xo;1;1
9tvhdhyykt;1;1
9xaclbm8vp;1;1
9zc0u1ybdn;1;1
a_sinodinos;1;1
a.m;1;5
a4rifh7eok;1;1
a59ytoyspz;1;1
a5mpmx7dq6;1;1
a5ul5j5zgl;1;1
a7w0uegfqf;1;1
aapi;1;2
aarpne;1;1
aarpwv;1;2
abandon;1;1
abbvie;1;1
abhorrent;1;1
abide;1;1
abiding;1;1
ability;1;7
abolished;1;1
abortion;1;1
abp9g9bg4c;1;1
abq’s;1;1
abqsunport;1;1
abroad;1;3
absentee;1;1
absolute;1;2
absolutely;1;4
abuse;1;6
abused;1;1
abusers;1;1
abusing;1;1
ac3hfmlwa2;1;1
aca;1;7
academic;1;3
acceder;1;2
accelerate;1;5
accelerating;1;1
accept;1;1
acceptance;1;1
accepting;1;6
acceso;1;1
access;1;93
accessed;1;1
accessibility;1;1
accessing;1;5
accommodates;1;1
accommodations;1;1
accomplish;1;1
account;1;2
accountability;1;2
accountable;1;6
accounts;1;1
accurate;1;1
accurately;1;1
accused;1;1
aches;1;1
achieve;1;2
achievement;1;1
acknowledge;1;2
aclmycgn1b;1;1
acmwterfco;1;1
acolyte;1;1
acquire;1;1
acquisitions;1;2
acres;1;1
act;1;83
acting;1;2
action;1;23
action_alliance;1;1
actions;1;3
activating;1;1
active;1;3
actively;1;2
activist;1;1
activists;1;1
activities;1;1
activity;1;4
actors;1;1
acts;1;1
acupuncture;1;1
acute;1;2
adams;1;1
adapt;1;4
adapted;1;1
adapting;1;1
add;1;2
added;1;1
addiction;1;2
adding;1;3
addition;1;2
additional;1;51
address;1;31
addressed;1;1
addressing;1;4
adds;1;1
adequate;1;2
adequately;1;1
adhere;1;1
adjust;1;1
adjusting;1;1
admin;1;20
admin's;1;1
admin’s;1;3
administration;1;45
administration's;1;2
administration’s;1;6
administrative;1;1
administrators;1;1
admiration;1;2
admitting;1;2
adndotcom;1;1
adopt;1;1
ads;1;1
adults;1;1
advance;1;6
advanced;1;3
advancing;1;1
advantage;1;1
adversaries;1;1
advertising;1;2
advice;1;3
advise;1;1
advised;1;1
adviser;1;1
advises;1;1
advising;1;1
advocate;1;4
advocated;1;1
advocates;1;1
advocating;1;4
ae7px69jfs;1;1
aegighbod9;1;1
aerospace;1;1
afectada;1;1
affect;1;1
affected;1;10
affecting;1;2
affects;1;1
afflicted;1;1
afford;1;8
affordable;1;14
affront;1;1
aflcio;1;1
aflcioco;1;1
afloat;1;3
afresearchlab;1;1
african;1;3
afternoon;1;8
afterschool;1;2
afthunderbirds⁩;1;1
afthunderbirds;1;1
ag;1;7
ag2lapnnuk;1;1
age;1;3
agencies;1;9
agency;1;3
agenda;1;1
aggression;1;1
aggressive;1;2
aggressively;1;1
aghast;1;1
aging;1;1
ago;1;10
agree;1;2
agricultural;1;2
agriculture;1;3
ah1rhdrpfs;1;1
ahead;1;7
ahfqkk4xdj;1;1
ahmaudarbery;1;1
ahorkcjfwf;1;1
ai;1;1
aicdnoygyp;1;1
aid;1;26
aide;1;2
aimed;1;2
air;1;15
aircraft;1;1
airing;1;1
airline;1;2
airlines;1;4
airmen;1;1
airplanes;1;1
airpollution;1;1
airport;1;1
airports;1;9
airstrikes;1;1
airwaves;1;1
aisle;1;1
ajitpaifcc;1;1
ajpur1lupe;1;1
ak;1;2
ak's;1;1
aka;1;1
akdt;1;5
akidfun9dw;1;1
akn4kwhgbq;1;1
akuupy3l2c;1;1
akwcalblqq;1;1
al;1;5
alabama;1;2
alabamang;1;1
alabamians;1;1
alarming;1;2
alarmingly;1;1
alaska;1;9
alaska's;1;1
alaska’s;1;3
alaskaair;1;2
alaskacounts;1;1
alaskalabor;1;1
alaskan;1;5
alaskans;1;14
albans;1;1
albertson’s;1;1
albright;1;1
albuquerque;1;1
alerts;1;2
alex;1;2
algún;1;1
aliciakeys;1;1
alive;1;1
allegations;1;1
alleviate;1;1
alliance;1;3
allies;1;3
allocated;1;1
allocation;1;1
allowed;1;3
allowing;1;2
alltogethernm;1;1
allysonfelix;1;1
allysonfelix's;1;1
aloha;1;1
alongside;1;3
alternative;1;2
alzfdn;1;1
alzheimer’s;1;2
alziowa;1;1
amazing;1;6
amazon;1;6
ambassador;1;2
amber;1;1
amendment;1;2
america;1;28
america's;1;2
america’s;1;10
american;1;49
americancancer;1;1
americans;1;96
americastrong;1;1
americorps;1;9
americorpsvista;1;1
amfx4ybf25;1;1
amid;1;16
amidst;1;2
amjoyshow;1;1
amnmsrwakr;1;1
amount;1;5
amp;1;532
ample;1;1
amprog;1;1
amy;1;4
amyklobuchar;1;2
amymcgrathky;1;1
anailnurses;1;1
analysis;1;1
ancha;1;1
ancs;1;1
andrea;1;2
andrew;1;2
andrewzimmern;1;2
angel;1;4
angeles;1;4
angels;1;13
angst;1;1
animals;1;1
ann;1;3
annexation;1;1
annezinkmd;1;1
annie;1;1
anniversary;1;2
announce;1;14
announced;1;25
announcement;1;1
announces;1;3
annoy;1;1
anonymous;1;1
answer;1;13
answered;1;3
answering;1;3
answers;1;8
anti;1;8
antibodies;1;5
antibody;1;2
antidote;1;1
antitrust;1;2
antonioguterres;1;1
anxiety;1;3
anyone’s;1;1
aoc;1;2
apoyo;1;3
appalled;1;1
appalling;1;1
apparently;1;2
appears;1;1
applaud;1;6
applauding;1;1
application;1;1
applications;1;4
applied;1;1
apply;1;6
applying;1;3
appoint;1;1
appointed;1;1
appointments;1;1
appreciated;1;3
appreciation;1;6
appreciative;1;1
approach;1;7
approaches;1;2
appropriated;1;1
appropriations;1;1
approval;1;1
approved;1;9
approximately;1;1
aprenda;1;1
april;1;5
aprildryan;1;1
apynzp6orn;1;1
aquí;1;2
aqzlgvrjxe;1;1
ar;1;5
archaeology;1;1
aren’t;1;7
argue;1;1
arguing;1;1
arguments;1;2
arizona;1;20
arizona’s;1;2
arizonans;1;10
arizonenses;1;1
ark;1;1
arkansans;1;6
arkansas;1;8
arkansas's;1;1
arkansasstrong;1;1
arkrazorbacks;1;1
armed;1;1
arms;1;2
army;1;1
arrive;1;1
arrives;1;1
arthur;1;1
article;1;3
artists;1;1
asap;1;2
asian;1;6
asistencia;1;1
asistir;1;1
askdrd;1;1
asnmdb27h4;1;1
assault;1;4
assert;1;1
assess;1;1
assessment;1;3
assets;1;1
assist;1;6
assistance;1;34
assisting;1;4
associate;1;1
association;1;3
assume;1;1
assuming;1;1
assured;1;1
astho;1;1
asu;1;3
asymptomatic;1;1
atención;1;2
athletics;1;1
atlanta;1;2
att;1;1
attachments;1;1
attack;1;2
attacks;1;1
attempt;1;1
attempts;1;2
attendance;1;1
attendants;1;1
attention;1;6
attitudes;1;1
attorney;1;4
attract;1;1
attributable;1;1
auburnu;1;1
audio;1;7
aug_health;1;1
augment;1;2
aumentar;1;1
aurora;1;1
ausintheus;1;1
australia;1;2
authored;1;3
authoritarian;1;2
authoritarianism;1;1
authoritarians;1;1
authorities;1;5
authority;1;4
authorized;1;2
authorizes;1;1
automatically;1;1
autoverificador;1;1
avail;1;1
availability;1;1
average;1;1
avg;1;1
aviation;1;2
avoid;1;5
avoiding;1;2
award;1;1
awarded;1;8
awards;1;1
aware;1;2
awareness;1;4
awusisx8s0;1;1
awx9ndxw8v;1;1
axshkuogwf;1;1
axspyt8eyv;1;1
aygc6vdi4w;1;1
aykpsbyf6m;1;1
ayocrtmtno;1;1
ayudar;1;1
ayudarlo;1;1
ayude;1;1
az;1;8
az_aarp;1;2
az’s;1;1
azar;1;3
azcommerce;1;1
azcovidtxt;1;2
azfirefighters;1;1
azinaction;1;1
aznationalguard;1;5
b05npv62f6;1;1
b0xbds2p8o;1;1
b26te6vner;1;1
b3ctobphd3;1;1
b5r9hopdhr;1;1
b6fgkocd75;1;1
b8nak5coyh;1;2
b8xjvo2g7a;1;1
babies;1;3
baby;1;1
backbone;1;1
background;1;2
backlog;1;1
backyard;1;1
bad;1;3
badly;1;3
bags;1;1
bail;1;4
bailout;1;10
bailouts;1;2
balance;1;4
balconies;1;1
baldwin;1;1
ballot;1;4
ballstate;1;1
baltimore;1;4
ban;1;2
banda;1;1
bangordailynews;1;1
bank;1;3
banking;1;1
bankrupt;1;6
bankruptcy;1;2
banks;1;4
barbara;1;1
bare;1;2
barr;1;7
barriers;1;7
barrowneuro;1;2
bartlett;1;1
bas0xbzoor;1;1
based;1;17
basic;1;9
basis;1;3
baton;1;3
battalion;1;1
battelle;1;2
battle;1;6
battlebornprog;1;1
battling;1;2
bay;1;2
bayou;1;1
bbtrvqhgdz;1;1
bc;1;2
bdf1574wzk;1;2
bear;1;1
beasley;1;1
beat;1;7
beaten;1;1
beating;1;1
beautiful;1;3
becfdwlfjt;1;1
beef;1;3
begin;1;14
beginning;1;2
begins;1;3
begun;1;1
behalf;1;2
behavioral;1;15
beijing’s;1;1
bekg12zw1m;1;1
believes;1;1
believing;1;2
bell;1;1
belonging;1;1
belongings;1;1
belongs;1;1
bemidji;1;1
ben;1;3
bench;1;3
bend;1;2
beneficiaries;1;1
beneficiary;1;1
benefit;1;6
benefits;1;16
bennet;1;1
benniegthompson;1;1
berate;1;1
berkeley;1;1
bernal;1;1
berniesanders;1;2
bessler;1;1
bet;1;1
betrayal;1;2
betsy;1;1
betsydevosed;1;4
beware;1;1
bezos;1;1
bff;1;2
bfvekqmywv;1;1
bfzmy83dng;1;1
bgxwjhoa0v;1;1
bhcch76ptq;1;1
bi0brwyxx9;1;1
bias;1;1
bicameral;1;3
bidenlgbtq;1;1
bif2n1y82j;1;1
biggest;1;4
bigotry;1;1
bill;1;54
billboards;1;1
billbrowder;1;1
billhemmer;1;1
billion;1;38
billions;1;5
billpeduto;1;1
bills;1;10
binger;1;1
biosensor;1;1
bipartisan;1;39
biqtjmcktv;1;1
birth;1;3
birthday;1;2
birx;1;2
bit;1;1
biz;1;3
bjpagemto5;1;1
bju0wd93lt;1;1
black;1;18
blackmun;1;1
blake;1;1
blamed;1;1
blaming;1;1
blank;1;1
blanket;1;2
blatant;1;2
bleach;1;3
bless;1;4
blessing;1;1
blinks;1;1
blmnational;1;1
block;1;1
blocking;1;3
blood;1;8
blown;1;1
blue;1;4
blueangels⁩;1;1
blueangels;1;2
bluefieldstate;1;1
blumenthal;1;1
blunt;1;1
bo8xw9vsyc;1;1
board;1;1
body;1;1
boeing;1;3
bold;1;1
bolster;1;2
bolstered;1;1
bolstering;1;1
bombing;1;1
boogie;1;1
bookings;1;1
boone;1;1
boost;1;6
border;1;3
borders;1;1
borough;1;1
borrowers;1;2
boss;1;2
bosses;1;1
bostoncounts;1;1
bother;1;1
bottleneck;1;1
bottom;1;2
bought;1;2
bowl;1;1
box;1;1
boxes;1;1
bp_america;1;1
bp_america’s;1;1
bpucywfo9i;1;1
bpzbqo9dmf;1;1
br;1;1
brad;1;1
branch;1;1
branch's;1;1
braskem;1;1
braun;1;1
brave;1;10
braving;1;1
brazen;1;1
breach;1;3
break;1;4
breakdown;1;2
breaking;1;7
breaks;1;2
breast;1;2
breath;1;2
breathe;1;1
breeder;1;1
breeding;1;1
breitbart;1;1
brian;1;3
bridge;1;6
bridges;1;1
bridget;1;1
briefing;1;6
bright;1;4
brighter;1;1
bring;1;16
bringing;1;7
brings;1;5
bristol;1;1
british;1;1
broadband;1;28
broadcast;1;2
broadcasters;1;5
broadcasts;1;1
broke;1;1
broken;1;1
brookestone;1;1
brote;1;3
brother;1;2
brought;1;6
brown;1;3
browse;1;1
brpd;1;1
brunch;1;2
brutal;1;1
bshw4bionu;1;1
btq0ccyzsv;1;1
btwn;1;1
bu1cqd2ama;1;1
buddies;1;1
budget;1;4
budgets;1;3
buen;1;1
build;1;11
building;1;1
builds;1;1
bulk;1;1
bullock;1;1
bullying;1;2
bunyan;1;1
burden;1;2
bureau;1;3
bureaucracies;1;1
burmese;1;1
burrell;1;1
burrellcenter;1;1
busca;1;1
buscar;1;1
business;1;29
businesses;1;114
bust;1;1
busybodies;1;1
busybody;1;1
buuo01xibz;1;1
buying;1;3
buys;1;1
bvprswyyub;1;1
c0etvw2dma;1;1
c0glclvdie;1;1
c4hco;1;1
c4pvnpwf3b;1;1
c4ukjcchh0;1;1
c6ebkem3uw;1;1
c6vyh7ofpp;1;1
c76kelcg1t;1;1
c8byyhhmaa;1;1
cada;1;1
caddo;1;1
cadetbonespurs;1;1
cadets;1;4
caesars;1;1
cafeteria;1;1
calamia;1;1
calendars;1;1
california;1;12
californians;1;1
call;1;37
called;1;12
calling;1;38
calls;1;7
calm;1;1
cameras;1;1
campaign;1;1
camps;1;1
campus;1;2
campuses;1;2
can’t;1;10
canada;1;1
canadian;1;1
canadians;1;1
cancel;1;1
cancellation;1;1
cancellations;1;1
cancelled;1;1
cancelmortgages;1;1
cancelrent;1;1
cancer;1;5
candidate;1;1
canneries;1;1
canyon's;1;1
capabilities;1;5
capability;1;1
capable;1;2
capacities;1;2
capacity;1;12
capaction;1;1
capital;1;1
capitalize;1;1
capitol;1;4
car;1;2
carbon;1;1
card;1;1
cardin;1;2
cards;1;2
care;1;260
cared;1;1
career;1;4
careers;1;1
careful;1;1
carefully;1;2
caregivers;1;3
careinactionusa;1;1
cares;1;29
cares2;1;1
caresact;1;7
caring;1;4
carnival;1;1
carolina;1;15
carolina's;1;1
carolinians;1;10
carriers;1;1
casa;1;3
casework;1;2
cash;1;2
cassidy;1;1
cast;1;2
casting;1;1
casualties;1;1
cat;1;1
catastrophic;1;1
cattle;1;1
caucus;1;4
caught;1;2
caused;1;10
causing;1;4
cautious;1;1
cavanaugh;1;1
cavhs;1;1
cbbkk5qcgp;1;1
cbyj0vegcn;1;1
cc;1;1
ccidhsh1hm;1;1
ccp;1;3
ccp’s;1;1
cctvrmhyzf;1;1
ccvejnepmu;1;1
cdc;1;12
cdc's;1;1
cdc’s;1;1
cdcfnkutfh;1;1
cdcgov;1;27
cdfi;1;1
ce1hzrneuy;1;1
cegx4alepp;1;1
celebrate;1;5
celebrated;1;1
celebrating;1;1
cell;1;1
censoringscience;1;1
census;1;8
census2020;1;1
center;1;13
centers;1;6
central;1;1
centralia;1;1
centuries;1;1
century;1;2
ceo;1;4
ceremony;1;1
cetijzvnpf;1;1
cf2vrsj5yb;1;1
cfrelapaaj;1;1
cfv1db8b1c;1;1
cg1mnc9k24;1;1
cgbygeoxxz;1;1
ch2ayfxovc;1;1
chaco;1;1
chain;1;19
chains;1;2
chair;1;1
challenge;1;8
challenged;1;2
challenges;1;17
challenging;1;13
chamber;1;1
chambers;1;2
champions;1;1
chance;1;3
change;1;17
changed;1;3
channels;1;1
chaos;1;4
chaotic;1;2
chapter;1;1
chapters;1;1
characterization;1;1
charge;1;2
charged;1;1
charities;1;1
charlotte;1;1
chat;1;2
chchzsxymx;1;1
check;1;27
checker;1;1
checking;1;1
checks;1;3
cheer;1;2
cheering;1;1
cheese;1;1
chef;1;2
chelsey;1;2
cherry;1;1
chfswnmo5s;1;1
chicago;1;1
chicken;1;3
chief;1;2
chief’s;1;1
chiefs;1;1
chiefskingdom;1;1
chil1tjsof;1;1
child;1;16
childcare;1;3
children;1;19
children’s;1;2
childrensmercy;1;1
chilling;1;1
chills;1;4
china;1;39
china's;1;2
china’s;1;8
chinese;1;19
chineseoregon;1;1
choice;1;3
choices;1;1
choose;1;7
choosing;1;1
chose;1;2
chris;1;1
chriscoons;1;7
chrismurphyct;1;5
christ;1;1
christina;1;2
chrisvanhollen;1;1
chuck;1;1
chuckgrassley;1;2
cicru5b5vd;1;1
circles;1;1
circuit;1;4
circuits;1;1
circumstances;1;3
circumstantial;1;1
cities;1;14
citizens;1;4
city;1;10
cityofcorvallis;1;1
cityofeugene;1;1
cityutilities;1;1
civil;1;3
cjbrd6dp9o;1;1
ckuf162q9d;1;1
claim;1;1
claimed;1;1
claiming;1;1
claims;1;5
clara;1;2
clarify;1;1
clarity;1;1
clarkcounty;1;1
class;1;9
classes;1;3
classical;1;2
classicnancy;1;1
classified;1;2
classroom;1;1
classrooms;1;1
claudia;1;1
claymarsh;1;2
clean;1;6
cleanairact;1;1
cleaner;1;1
cleanhandscount;1;1
cleaning;1;1
clearview;1;5
clemson;1;1
clerk;1;1
click;1;3
clicking;1;1
climate;1;3
climatesolutionscaucus;1;1
clinic;1;3
clinics;1;8
clinton;1;1
clock;1;4
close;1;7
closed;1;2
closely;1;2
closer;1;1
closing;1;2
closure;1;1
closures;1;6
cloth;1;2
club;1;1
clustered;1;1
cm6tsy7z6z;1;1
cms;1;1
cmsgov;1;9
cmsgov's;1;1
cmtamznyrg;1;1
cn2news;1;1
cn83qzqim1;1;1
cnn;1;1
cnoluyw4qh;1;1
co’s;1;1
coal;1;1
coast;1;1
coats;1;1
cobble;1;1
coconinocc;1;1
code;1;2
coercive;1;1
coins;1;1
collaborative;1;1
collar;1;1
colleagues;1;36
collect;1;4
collected;1;1
collecting;1;2
collection;1;2
collective;1;1
collectors;1;1
colleen;1;1
college;1;3
colleges;1;4
colmery;1;1
color;1;14
coloradans;1;7
colorado;1;11
colorado’s;1;1
columbia;1;1
columbus;1;1
column;1;2
combat;1;27
combating;1;2
combatting;1;4
combination;1;1
combined;1;1
comfort;1;2
coming;1;7
commemorate;1;1
commended;1;1
comment;1;2
comments;1;2
commerce;1;5
commercial;1;1
commission;1;4
commissioner;1;4
commit;1;3
commitment;1;2
commitments;1;1
committed;1;7
committee;1;4
commodities;1;1
common;1;7
commonsense;1;3
commonwealth;1;1
commonwealth’s;1;1
communicate;1;1
communication;1;3
communications;1;1
communist;1;15
communists;1;1
communities;1;128
community;1;57
cómo;1;2
companies;1;10
company;1;7
company’s;1;1
comparable;1;1
compared;1;1
compassion;1;2
compensate;1;1
compensated;1;3
compensation;1;5
competence;1;1
competent;1;1
competing;1;2
competition;1;3
competitive;1;2
compiled;1;1
complaint;1;1
complaints;1;2
complete;1;6
completed;1;2
completely;1;1
completing;1;1
compliance;1;2
complications;1;1
compliment;1;1
comply;1;2
complying;1;1
comprehensive;1;8
compromise;1;2
