week;state;total_tweets;sentiments;count;percentage;total_sentiment;percentage_of_total_sentiment;national_week_sentiment;percentage_of_national_sentiment;abv
0;Alabama;1082;anger;67;6,192236598890942;268;25,0000000000000000;5672;1,1812411847672779;AL
0;Alabama;1082;anticipation;92;8,502772643253234;392;23,4693877551020407;8832;1,0416666666666667;AL
0;Alabama;1082;disgust;40;3,696857670979667;120;33,3333333333333357;3132;1,2771392081736910;AL
0;Alabama;1082;fear;120;11,090573012939002;466;25,7510729613733922;9962;1,2045773940975708;AL
0;Alabama;1082;joy;61;5,637707948243992;262;23,2824427480916043;5758;1,0593956234803752;AL
0;Alabama;1082;negative;184;17,005545286506468;672;27,3809523809523796;14526;1,2666942034971775;AL
0;Alabama;1082;positive;242;22,365988909426989;990;24,4444444444444429;21762;1,1120301442882088;AL
0;Alabama;1082;sadness;74;6,839186691312385;284;26,0563380281690158;7234;1,0229471938070225;AL
0;Alabama;1082;surprise;33;3,049907578558225;129;25,5813953488372086;3064;1,0770234986945173;AL
0;Alabama;1082;trust;169;15,619223659889094;662;25,5287009063444117;14544;1,1619911991199121;AL
0;Alaska;1825;anger;70;3,835616438356164;277;25,2707581227436826;5672;1,2341325811001411;AK
0;Alaska;1825;anticipation;181;9,917808219178085;724;25,0000000000000000;8832;2,0493659420289858;AK
0;Alaska;1825;disgust;47;2,575342465753425;165;28,4848484848484844;3132;1,5006385696040867;AK
0;Alaska;1825;fear;195;10,684931506849315;775;25,1612903225806441;9962;1,9574382654085525;AK
0;Alaska;1825;joy;106;5,808219178082192;461;22,9934924078091107;5758;1,8409169850642584;AK
0;Alaska;1825;negative;252;13,808219178082192;975;25,8461538461538467;14526;1,7348203221809173;AK
0;Alaska;1825;positive;480;26,301369863013697;1932;24,8447204968944106;21762;2,2056796250344637;AK
0;Alaska;1825;sadness;128;7,013698630136986;514;24,9027237354085607;7234;1,7694221730716062;AK
0;Alaska;1825;surprise;48;2,630136986301370;195;24,6153846153846168;3064;1,5665796344647520;AK
0;Alaska;1825;trust;318;17,424657534246574;1267;25,0986582478295190;14544;2,1864686468646863;AK
0;Arizona;1709;anger;71;4,154476301930954;275;25,8181818181818166;5672;1,2517630465444287;AZ
0;Arizona;1709;anticipation;166;9,713282621416033;708;23,4463276836158201;8832;1,8795289855072463;AZ
0;Arizona;1709;disgust;37;2,165008777062610;133;27,8195488721804516;3132;1,1813537675606640;AZ
0;Arizona;1709;fear;176;10,298420128730251;750;23,4666666666666650;9962;1,7667135113431038;AZ
0;Arizona;1709;joy;119;6,963136337039204;538;22,1189591078066918;5758;2,0666898228551580;AZ
0;Arizona;1709;negative;222;12,990052662375660;966;22,9813664596273277;14526;1,5282940933498554;AZ
0;Arizona;1709;positive;472;27,618490345231127;2056;22,9571984435797667;21762;2,1689182979505559;AZ
0;Arizona;1709;sadness;104;6,085430076067876;446;23,3183856502242151;7234;1,4376555156206801;AZ
0;Arizona;1709;surprise;29;1,696898771211235;156;18,5897435897435912;3064;0,9464751958224544;AZ
0;Arizona;1709;trust;313;18,314803978935046;1380;22,6811594202898554;14544;2,1520902090209022;AZ
0;Arkansas;1347;anger;72;5,345211581291760;405;17,7777777777777786;5672;1,2693935119887163;AR
0;Arkansas;1347;anticipation;132;9,799554565701561;610;21,6393442622950829;8832;1,4945652173913044;AR
0;Arkansas;1347;disgust;29;2,152932442464736;195;14,8717948717948740;3132;0,9259259259259260;AR
0;Arkansas;1347;fear;110;8,166295471417966;678;16,2241887905604720;9962;1,1041959445894398;AR
0;Arkansas;1347;joy;98;7,275426874536006;448;21,8750000000000000;5758;1,7019798541160125;AR
0;Arkansas;1347;negative;193;14,328136599851522;1008;19,1468253968253954;14526;1,3286520721464958;AR
0;Arkansas;1347;positive;382;28,359317000742394;1704;22,4178403755868558;21762;1,7553533682565940;AR
0;Arkansas;1347;sadness;72;5,345211581291760;416;17,3076923076923066;7234;0,9952999723527786;AR
0;Arkansas;1347;surprise;31;2,301410541945063;188;16,4893617021276597;3064;1,0117493472584855;AR
0;Arkansas;1347;trust;228;16,926503340757240;1089;20,9366391184573004;14544;1,5676567656765676;AR
0;California;4284;anger;304;7,096171802054155;1174;25,8943781942078353;5672;5,3596614950634693;CA
0;California;4284;anticipation;436;10,177404295051351;1872;23,2905982905982896;8832;4,9365942028985508;CA
0;California;4284;disgust;130;3,034547152194211;609;21,3464696223316928;3132;4,1507024265644956;CA
0;California;4284;fear;475;11,087768440709617;2072;22,9247104247104261;9962;4,7681188516362178;CA
0;California;4284;joy;245;5,718954248366013;1092;22,4358974358974343;5758;4,2549496352900311;CA
0;California;4284;negative;675;15,756302521008404;2925;23,0769230769230766;14526;4,6468401486988844;CA
0;California;4284;positive;908;21,195144724556489;4105;22,1193666260657729;21762;4,1724106240235272;CA
0;California;4284;sadness;345;8,053221288515406;1511;22,8325612177365969;7234;4,7691457008570639;CA
0;California;4284;surprise;174;4,061624649859944;719;24,2002781641168276;3064;5,6788511749347261;CA
0;California;4284;trust;592;13,818860877684408;2676;22,1225710014947694;14544;4,0704070407040707;CA
0;Colorado;1659;anger;83;5,003013863773358;454;18,2819383259911881;5672;1,4633286318758816;CO
0;Colorado;1659;anticipation;188;11,332127787823993;805;23,3540372670807450;8832;2,1286231884057969;CO
0;Colorado;1659;disgust;44;2,652200120554551;213;20,6572769953051640;3132;1,4048531289910600;CO
0;Colorado;1659;fear;156;9,403254972875226;772;20,2072538860103634;9962;1,5659506123268421;CO
0;Colorado;1659;joy;103;6,208559373116335;520;19,8076923076923066;5758;1,7888155609586662;CO
0;Colorado;1659;negative;209;12,597950572634115;1093;19,1216834400731948;14526;1,4387993941897288;CO
0;Colorado;1659;positive;445;26,823387582881253;2029;21,9319862000985708;21762;2,0448488190423673;CO
0;Colorado;1659;sadness;115;6,931886678722122;562;20,4626334519572950;7234;1,5897152336190212;CO
0;Colorado;1659;surprise;49;2,953586497890295;227;21,5859030837004404;3064;1,5992167101827677;CO
0;Colorado;1659;trust;267;16,094032549728752;1233;21,6545012165450110;14544;1,8358085808580855;CO
0;Connecticut;2976;anger;251;8,434139784946236;1257;19,9681782020684153;5672;4,4252468265162204;CT
0;Connecticut;2976;anticipation;254;8,534946236559140;1267;20,0473559589581676;8832;2,8759057971014492;CT
0;Connecticut;2976;disgust;147;4,939516129032258;681;21,5859030837004404;3132;4,6934865900383143;CT
0;Connecticut;2976;fear;369;12,399193548387096;1788;20,6375838926174495;9962;3,7040754868500305;CT
0;Connecticut;2976;joy;150;5,040322580645161;772;19,4300518134715041;5758;2,6050712052796108;CT
0;Connecticut;2976;negative;468;15,725806451612904;2411;19,4110327664869367;14526;3,2218091697645601;CT
0;Connecticut;2976;positive;586;19,690860215053764;3026;19,3654990085922023;21762;2,6927672088962411;CT
0;Connecticut;2976;sadness;229;7,694892473118280;1097;20,8751139471285327;7234;3,1656068565109208;CT
0;Connecticut;2976;surprise;120;4,032258064516129;556;21,5827338129496411;3064;3,9164490861618799;CT
0;Connecticut;2976;trust;402;13,508064516129032;2106;19,0883190883190892;14544;2,7640264026402641;CT
0;Delaware;4239;anger;210;4,953998584571833;841;24,9702734839476825;5672;3,7023977433004234;DE
0;Delaware;4239;anticipation;435;10,261854210898797;1640;26,5243902439024382;8832;4,9252717391304346;DE
0;Delaware;4239;disgust;142;3,349846661948573;488;29,0983606557377037;3132;4,5338441890166026;DE
0;Delaware;4239;fear;444;10,474168435951876;1577;28,1547241597970839;9962;4,4569363581610117;DE
0;Delaware;4239;joy;270;6,369426751592357;1140;23,6842105263157912;5758;4,6891281695032996;DE
0;Delaware;4239;negative;628;14,814814814814817;2214;28,3649503161698284;14526;4,3232823901968880;DE
0;Delaware;4239;positive;988;23,307383816937957;4011;24,6322612814759410;21762;4,5400238948626042;DE
0;Delaware;4239;sadness;326;7,690493040811512;1113;29,2902066486972146;7234;4,5064970970417475;DE
0;Delaware;4239;surprise;149;3,514979948100967;567;26,2786596119929463;3064;4,8629242819843341;DE
0;Delaware;4239;trust;647;15,263033734371314;2735;23,6563071297989040;14544;4,4485698569856984;DE
0;Florida;2276;anger;177;7,776801405975395;711;24,8945147679324883;5672;3,1205923836389280;FL
0;Florida;2276;anticipation;181;7,952548330404218;667;27,1364317841079448;8832;2,0493659420289858;FL
0;Florida;2276;disgust;108;4,745166959578207;418;25,8373205741626784;3132;3,4482758620689653;FL
0;Florida;2276;fear;276;12,126537785588752;1105;24,9773755656108598;9962;2,7705280064244127;FL
0;Florida;2276;joy;128;5,623901581722320;444;28,8288288288288328;5758;2,2229940951719347;FL
0;Florida;2276;negative;433;19,024604569420035;1670;25,9281437125748511;14526;2,9808619027949881;FL
0;Florida;2276;positive;432;18,980667838312829;1635;26,4220183486238547;21762;1,9851116625310177;FL
0;Florida;2276;sadness;189;8,304042179261863;691;27,3516642547033300;7234;2,6126624274260437;FL
0;Florida;2276;surprise;64;2,811950790861160;260;24,6153846153846168;3064;2,0887728459530028;FL
0;Florida;2276;trust;288;12,653778558875221;1200;24,0000000000000000;14544;1,9801980198019800;FL
0;Georgia;2372;anger;177;7,462057335581788;574;30,8362369337979061;5672;3,1205923836389280;GA
0;Georgia;2372;anticipation;244;10,286677908937603;854;28,5714285714285730;8832;2,7626811594202900;GA
0;Georgia;2372;disgust;105;4,426644182124789;323;32,5077399380804977;3132;3,3524904214559386;GA
0;Georgia;2372;fear;263;11,087689713322090;927;28,3710895361380793;9962;2,6400321220638427;GA
0;Georgia;2372;joy;107;4,510961214165262;487;21,9712525667351137;5758;1,8582841264327892;GA
0;Georgia;2372;negative;409;17,242833052276559;1395;29,3189964157706129;14526;2,8156409197301389;GA
0;Georgia;2372;positive;476;20,067453625632375;1914;24,8693834900731439;21762;2,1872989614925098;GA
0;Georgia;2372;sadness;200;8,431703204047217;704;28,4090909090909101;7234;2,7647221454243849;GA
0;Georgia;2372;surprise;76;3,204047217537943;301;25,2491694352159470;3064;2,4804177545691908;GA
0;Georgia;2372;trust;315;13,279932546374368;1252;25,1597444089456879;14544;2,1658415841584162;GA
0;Hawaii;932;anger;61;6,545064377682404;416;14,6634615384615383;5672;1,0754583921015517;HI
0;Hawaii;932;anticipation;79;8,476394849785407;417;18,9448441247002393;8832;0,8944746376811594;HI
0;Hawaii;932;disgust;47;5,042918454935623;230;20,4347826086956523;3132;1,5006385696040867;HI
0;Hawaii;932;fear;122;13,090128755364807;678;17,9941002949852518;9962;1,2246536839991973;HI
0;Hawaii;932;joy;37;3,969957081545064;246;15,0406504065040636;5758;0,6425842306356374;HI
0;Hawaii;932;negative;159;17,060085836909870;822;19,3430656934306562;14526;1,0945890128046265;HI
0;Hawaii;932;positive;182;19,527896995708151;987;18,4397163120567384;21762;0,8363201911589009;HI
